crop_type,farm_size_hectares,region,soil_type,rainfall_mm,temperature_celsius,fertilizer_used,yield_kg
maize,7.46,Plateau,loamy,1247.1,23.9,1,23289.7
cassava,2.52,Rivers,sandy,627.3,27.8,1,25686.0
tomato,3.91,Oyo,clay,1330.2,21.9,1,48480.1
cowpea,1.16,Rivers,loamy,964.2,24.9,0,1760.6
tomato,3.99,Kano,clay,980.8,22.9,1,49797.5
cowpea,6.98,Rivers,sandy,891.7,28.0,1,6636.9
tomato,9.27,Rivers,clay,1197.5,30.0,1,132356.2
yam,3.98,Kaduna,silty,983.2,25.8,0,35324.7
cassava,9.83,Rivers,sandy,1229.2,26.9,1,124920.2
rice,4.77,Lagos,silty,974.3,27.7,1,18068.1
yam,8.55,Kano,loamy,1430.0,27.3,1,124927.8
tomato,9.54,Rivers,loamy,1521.0,23.7,1,173215.5
yam,4.44,Lagos,clay,1387.1,25.8,1,47373.1
maize,8.9,Lagos,sandy,796.0,23.5,0,15216.9
tomato,3.49,Benue,silty,1268.9,28.6,0,55186.9
tomato,8.58,Oyo,loamy,2062.0,25.7,0,106764.5
tomato,5.16,Bauchi,silty,866.8,31.0,1,73570.8
cassava,7.4,Oyo,silty,1212.7,29.6,1,108776.3
maize,3.01,Lagos,silty,1400.4,28.8,1,7790.1
tomato,2.16,Lagos,silty,1486.8,31.3,0,29525.3
cowpea,2.86,Plateau,loamy,967.0,27.9,1,4157.7
yam,4.97,Benue,loamy,1443.2,24.5,1,60225.4
pepper,2.25,Kano,silty,1778.8,30.8,1,16422.1
maize,1.43,Plateau,loamy,715.2,32.5,0,2751.6
pepper,9.82,Lagos,sandy,1361.0,28.9,0,66978.9
rice,3.7,Benue,loamy,1182.1,23.9,0,14014.4
cassava,3.87,Benue,sandy,1193.3,25.9,0,38426.1
rice,3.32,Lagos,sandy,1052.2,28.5,0,9364.3
tomato,9.17,Kano,silty,1568.0,29.7,0,109622.3
tomato,2.2,Kano,silty,1146.9,25.4,1,36589.9
cowpea,2.75,Benue,silty,1212.5,27.2,0,3780.3
maize,4.06,Benue,clay,1741.5,23.7,0,7138.9
cowpea,7.64,Kaduna,clay,810.3,25.6,1,8608.6
pepper,8.5,Lagos,clay,1364.2,24.1,1,72930.5
rice,3.84,Benue,loamy,1173.2,24.5,1,17105.0
pepper,6.4,Plateau,loamy,1072.5,27.3,0,44034.2
maize,9.65,Benue,loamy,1363.0,26.4,1,29657.9
cowpea,2.96,Rivers,silty,614.6,31.1,0,2176.3
pepper,1.01,Benue,silty,1105.3,29.1,1,9510.3
rice,4.92,Rivers,clay,1298.5,25.5,1,21379.9
yam,4.93,Rivers,clay,1158.7,27.4,1,53705.9
yam,6.25,Rivers,loamy,1903.7,29.8,0,43868.5
rice,0.93,Plateau,clay,1193.7,27.8,1,2972.0
yam,5.92,Plateau,silty,2078.5,24.4,0,43258.3
yam,4.26,Rivers,clay,1000.4,21.7,0,33250.3
maize,6.46,Benue,loamy,1350.1,24.7,1,18064.3
cassava,4.22,Lagos,loamy,1655.0,21.9,1,47832.7
pepper,3.97,Lagos,clay,200.0,28.7,0,14294.6
yam,9.85,Kano,silty,1463.5,26.3,1,138904.3
rice,8.77,Kano,sandy,1735.0,26.5,1,26127.1
pepper,8.44,Oyo,clay,1001.6,27.1,1,66815.9
cassava,2.77,Rivers,silty,1867.8,24.8,1,33492.1
yam,0.53,Kaduna,clay,1038.9,25.5,0,4030.6
yam,6.64,Kaduna,clay,744.4,32.3,1,50065.2
rice,0.62,Plateau,sandy,1365.9,28.5,0,1393.4
cowpea,6.78,Lagos,silty,1131.7,24.6,0,6525.4
tomato,3.36,Plateau,clay,939.1,27.5,1,57984.2
pepper,2.35,Kaduna,silty,1244.2,29.9,1,23216.2
cowpea,4.49,Benue,silty,1218.7,24.9,0,5160.1
maize,9.05,Kaduna,clay,1060.4,22.9,0,18036.4
yam,6.69,Kaduna,sandy,1518.2,27.1,1,63234.6
rice,3.97,Lagos,silty,1310.2,29.6,1,14258.1
rice,1.43,Rivers,clay,1296.4,25.3,1,6787.0
cassava,6.46,Oyo,loamy,1677.0,32.8,1,65316.8
cowpea,2.27,Rivers,clay,1207.2,25.4,1,3351.5
yam,1.19,Kano,silty,926.4,22.6,1,11476.9
cowpea,4.75,Oyo,silty,972.8,25.5,0,5377.6
cowpea,2.91,Rivers,clay,1236.2,27.4,1,3941.3
rice,1.7,Lagos,silty,1676.7,27.5,1,6242.3
cowpea,5.09,Lagos,silty,1244.7,28.8,0,6142.2
cassava,5.02,Plateau,clay,742.5,24.9,1,44557.3
pepper,8.26,Kaduna,loamy,1825.0,31.0,0,43935.7
rice,1.81,Plateau,sandy,1122.6,29.0,0,5538.7
pepper,6.03,Lagos,sandy,854.0,27.8,1,44193.3
maize,5.7,Kano,silty,1166.0,28.5,1,19346.1
tomato,6.99,Lagos,clay,1772.2,28.1,1,94970.6
yam,1.43,Plateau,sandy,561.9,25.4,1,13169.7
maize,3.27,Kaduna,clay,991.6,26.4,1,9139.5
maize,9.49,Kano,silty,894.7,29.8,0,18275.8
pepper,7.55,Kaduna,clay,1357.1,31.0,0,43246.4
yam,7.94,Oyo,sandy,1171.1,29.0,1,74791.0
rice,9.82,Lagos,clay,1420.4,25.5,1,36037.1
tomato,0.56,Bauchi,sandy,2500.0,23.4,1,4187.5
pepper,8.12,Benue,clay,882.9,27.1,1,59493.3
maize,2.62,Kaduna,silty,1680.1,26.7,1,7108.4
tomato,5.46,Benue,clay,1205.0,31.0,1,65789.4
pepper,9.78,Bauchi,sandy,1332.8,25.6,1,86888.4
maize,1.22,Kaduna,silty,719.5,26.4,1,2595.6
rice,7.33,Rivers,loamy,2043.1,23.6,0,17260.3
cowpea,2.62,Kaduna,loamy,1577.1,24.1,1,3802.7
yam,1.26,Bauchi,sandy,1109.8,28.4,1,12065.6
yam,3.6,Oyo,loamy,1291.9,30.5,0,34376.6
rice,0.69,Oyo,sandy,1084.3,24.7,0,1914.5
cowpea,5.17,Rivers,silty,985.4,31.1,1,5846.9
maize,2.98,Kaduna,clay,1311.5,28.1,1,7735.1
pepper,8.2,Oyo,clay,1482.7,25.7,1,68457.5
cassava,9.03,Bauchi,loamy,1939.3,27.0,1,122086.4
tomato,9.03,Kano,sandy,1160.0,26.6,0,110138.0
rice,4.64,Oyo,silty,938.6,25.8,1,17125.2
tomato,3.42,Kano,sandy,844.7,28.4,1,38493.4
cassava,7.29,Bauchi,sandy,1073.9,24.2,1,73198.4
yam,7.87,Kaduna,silty,1288.9,31.2,1,91802.4
maize,5.61,Bauchi,clay,1078.1,26.6,1,13555.2
yam,5.46,Rivers,sandy,1370.0,23.6,1,46306.7
pepper,5.15,Lagos,sandy,646.5,30.7,0,22264.5
yam,8.97,Plateau,loamy,1272.4,28.4,1,130110.0
cowpea,4.37,Bauchi,loamy,1290.5,28.5,0,5263.1
cowpea,4.2,Lagos,loamy,937.0,25.6,1,5181.1
maize,3.26,Lagos,clay,1385.8,30.0,0,5471.6
pepper,5.02,Benue,loamy,903.2,30.0,0,32515.1
cowpea,8.86,Lagos,loamy,1539.8,24.4,0,8288.2
cassava,0.63,Kaduna,sandy,1707.7,22.7,1,5181.6
cassava,0.93,Benue,sandy,943.3,28.5,0,8287.7
maize,2.17,Kano,sandy,962.7,28.1,1,4780.1
pepper,9.15,Rivers,silty,2100.8,26.2,1,55169.9
yam,6.34,Lagos,loamy,449.9,25.4,0,52403.6
pepper,5.58,Kaduna,clay,1731.7,27.5,0,35290.2
cowpea,1.68,Rivers,loamy,1337.1,33.6,1,2236.3
pepper,8.02,Lagos,sandy,1240.7,22.0,1,57741.5
pepper,8.94,Kano,sandy,1532.3,28.1,1,66673.2
tomato,7.66,Kano,loamy,1155.9,26.9,0,129844.4
cassava,3.59,Oyo,clay,1423.0,23.8,1,43548.3
pepper,8.03,Oyo,clay,905.2,31.3,0,43752.0
yam,7.74,Kaduna,silty,1255.9,27.3,0,83066.5
rice,7.36,Rivers,sandy,745.5,28.8,1,22394.6
pepper,1.59,Oyo,silty,1955.2,29.1,0,9237.9
maize,2.15,Rivers,sandy,1081.8,29.7,1,5730.6
maize,7.71,Kaduna,loamy,988.4,27.8,1,23369.4
tomato,9.01,Lagos,loamy,1003.5,27.9,1,184035.2
tomato,9.62,Lagos,sandy,494.5,28.5,0,74118.6
cassava,1.39,Benue,loamy,975.9,27.2,1,23514.1
rice,3.96,Rivers,silty,1187.2,29.3,0,13642.6
cassava,4.85,Bauchi,clay,958.0,25.3,1,36745.1
rice,8.64,Oyo,clay,1778.6,26.9,0,22503.5
cassava,0.94,Bauchi,clay,892.2,23.9,0,8621.2
rice,9.69,Benue,clay,2005.6,27.1,1,32637.4
rice,9.53,Plateau,clay,1448.4,35.2,0,19944.1
yam,5.95,Rivers,loamy,1411.9,29.9,1,74532.8
cowpea,3.41,Plateau,sandy,1042.0,27.0,0,3413.2
tomato,7.17,Rivers,clay,1052.9,30.0,0,77577.4
pepper,2.17,Rivers,loamy,954.3,22.0,1,18339.6
rice,7.16,Oyo,silty,1417.3,23.6,0,21645.4
cassava,3.7,Plateau,loamy,1168.1,27.7,1,69203.1
yam,7.03,Benue,loamy,1345.9,26.8,1,107935.1
cassava,6.94,Lagos,loamy,821.8,31.8,1,80825.4
maize,6.47,Kaduna,silty,1108.7,24.4,1,15708.4
cowpea,3.26,Plateau,silty,1010.5,31.7,1,3722.3
tomato,2.09,Lagos,clay,1330.7,29.1,0,28577.6
maize,6.83,Kaduna,loamy,972.5,24.2,1,19228.7
pepper,7.69,Oyo,clay,1704.3,23.1,1,52314.5
tomato,3.1,Benue,loamy,1127.1,27.3,1,68597.9
rice,6.14,Oyo,sandy,1718.8,29.9,1,12382.2
cowpea,7.5,Bauchi,silty,1402.6,27.7,0,8343.2
cowpea,9.41,Benue,loamy,1371.7,28.5,0,12837.7
rice,6.74,Bauchi,loamy,848.3,21.2,1,24839.9
tomato,8.79,Rivers,loamy,1202.5,21.7,1,151878.7
pepper,7.41,Rivers,clay,1181.0,30.6,1,64037.4
cassava,9.85,Oyo,clay,933.1,23.3,0,91204.2
tomato,9.49,Benue,clay,1275.5,28.5,0,116235.2
yam,5.85,Plateau,silty,1653.9,24.3,0,38042.5
pepper,7.0,Kaduna,clay,677.0,27.6,1,53958.2
cassava,9.71,Kano,loamy,1636.8,26.4,0,94009.9
rice,7.91,Lagos,clay,1207.2,22.6,1,22381.3
tomato,4.87,Bauchi,clay,1212.1,31.4,1,77293.5
maize,2.78,Bauchi,silty,1203.3,24.7,1,9110.0
cowpea,0.86,Kano,clay,761.3,26.9,1,1197.2
cassava,4.29,Plateau,clay,1039.0,24.6,0,49090.8
yam,5.46,Benue,clay,461.8,31.1,1,33866.5
yam,6.81,Rivers,clay,1182.2,24.9,1,75273.6
cassava,2.49,Benue,silty,1471.7,26.7,1,31740.9
cowpea,6.58,Oyo,sandy,1707.6,27.9,1,7196.9
cowpea,5.86,Plateau,silty,1557.0,20.3,0,4668.2
cassava,3.86,Bauchi,silty,588.4,24.3,1,36886.3
tomato,4.82,Oyo,loamy,1692.9,26.7,1,74079.2
maize,7.85,Kano,sandy,365.7,31.0,1,11200.7
cowpea,9.26,Bauchi,loamy,985.4,30.0,1,13704.6
cowpea,4.13,Plateau,sandy,731.2,25.5,0,3220.2
pepper,5.91,Plateau,clay,604.2,24.8,1,38056.6
cassava,5.66,Rivers,clay,1543.5,28.6,0,51978.7
pepper,4.94,Benue,clay,997.6,22.5,1,33905.0
tomato,5.77,Bauchi,clay,928.2,27.9,1,81463.3
yam,4.45,Lagos,loamy,2144.0,28.4,1,37642.0
cowpea,9.21,Rivers,clay,1621.5,29.5,1,10397.1
tomato,4.43,Lagos,sandy,1277.5,30.4,1,67477.4
cowpea,5.67,Rivers,silty,318.2,23.8,1,5353.7
pepper,3.48,Rivers,silty,1048.2,26.8,0,28656.6
tomato,1.47,Plateau,sandy,1040.1,24.8,0,16338.2
maize,7.56,Plateau,clay,1252.6,28.9,1,18708.3
pepper,8.54,Bauchi,clay,1107.4,26.9,1,76806.1
yam,5.96,Benue,loamy,1760.6,24.9,1,62867.3
rice,2.05,Benue,clay,214.4,21.3,1,3408.4
maize,4.96,Kano,silty,1162.6,25.7,1,12187.8
maize,6.4,Lagos,clay,1530.0,24.4,1,12664.8
yam,2.2,Rivers,loamy,626.5,26.8,0,17037.5
cassava,1.43,Oyo,silty,1329.7,29.8,1,18743.7
pepper,2.35,Lagos,clay,1405.9,32.2,0,13891.7
tomato,8.16,Lagos,clay,1216.2,24.0,1,122920.5
tomato,2.11,Oyo,clay,1003.6,25.1,1,30287.3
cowpea,6.52,Plateau,sandy,1514.7,32.5,1,6662.1
cassava,7.43,Rivers,sandy,1742.1,27.8,1,69357.3
pepper,6.2,Kano,sandy,960.4,25.7,1,44087.7
cassava,5.11,Kano,clay,1480.8,28.1,0,53835.3
cowpea,6.56,Plateau,silty,1250.7,23.9,1,9060.2
maize,9.71,Kaduna,loamy,1238.7,25.4,1,36133.9
yam,7.39,Rivers,sandy,796.7,24.9,1,57455.9
maize,9.77,Plateau,loamy,1464.6,32.0,1,24304.5
cowpea,6.34,Kano,silty,1238.0,24.0,1,9426.1
yam,5.22,Kaduna,sandy,982.4,27.5,1,51426.9
cowpea,7.24,Benue,loamy,976.7,29.4,1,10806.7
maize,3.99,Lagos,silty,1055.3,23.3,0,8705.3
tomato,2.37,Rivers,clay,876.3,24.5,1,31507.0
cassava,3.2,Plateau,clay,1359.6,23.8,1,33557.9
cowpea,1.36,Bauchi,sandy,1502.6,25.3,0,1095.5
maize,1.07,Benue,silty,1299.0,25.1,1,3449.8
cowpea,7.43,Rivers,clay,1252.6,26.5,0,8177.6
yam,3.78,Kaduna,loamy,953.0,25.5,0,38730.9
pepper,8.71,Lagos,sandy,1258.4,22.1,0,48088.2
rice,4.49,Kaduna,loamy,475.7,24.6,1,14584.4
cassava,9.92,Kano,clay,1570.8,25.0,0,97937.5
cowpea,7.85,Oyo,clay,921.8,26.2,1,9087.4
cowpea,2.6,Kano,sandy,1513.9,29.9,1,2428.9
cassava,7.52,Lagos,loamy,844.0,23.8,1,82436.7
cowpea,1.35,Benue,silty,1527.0,28.5,1,1733.7
yam,8.63,Kano,loamy,392.8,25.2,0,55057.2
cassava,3.91,Bauchi,clay,627.1,28.0,0,41196.1
tomato,6.49,Kano,loamy,1631.5,27.4,0,82644.0
cassava,1.85,Kano,silty,601.8,22.1,1,20448.1
yam,9.32,Plateau,silty,1198.3,25.7,0,73940.1
cassava,5.98,Lagos,sandy,756.3,21.7,1,56665.2
rice,4.91,Benue,sandy,1240.6,32.2,1,13587.0
tomato,2.1,Oyo,silty,1245.2,30.1,0,33924.2
maize,2.56,Oyo,silty,1108.4,27.2,1,7232.2
yam,5.6,Rivers,silty,805.5,24.5,0,41957.9
cassava,1.37,Kaduna,silty,209.2,29.5,1,11637.8
cowpea,6.7,Rivers,loamy,1116.6,28.6,0,8966.4
yam,9.04,Kano,clay,1613.1,27.3,1,68160.6
cassava,6.7,Rivers,loamy,1149.8,26.1,1,118062.7
maize,7.18,Rivers,silty,942.6,18.0,0,11937.5
maize,9.47,Rivers,silty,1046.3,27.6,1,28770.9
yam,9.03,Plateau,silty,349.8,30.9,0,54294.2
cassava,2.56,Oyo,loamy,1152.2,29.4,1,30736.2
yam,2.04,Plateau,loamy,1013.5,27.6,1,24107.2
cowpea,5.06,Oyo,sandy,897.8,26.1,1,4220.6
rice,1.27,Kano,loamy,1361.6,29.2,0,4436.3
cassava,0.52,Lagos,sandy,1703.5,27.9,0,4271.1
rice,6.07,Lagos,silty,1050.7,20.0,1,18465.5
yam,8.08,Lagos,loamy,1309.9,23.1,0,74442.4
maize,1.25,Plateau,sandy,1747.8,27.0,1,2295.7
cowpea,9.37,Kaduna,sandy,1282.4,30.2,1,11160.4
maize,2.2,Rivers,silty,1071.4,26.2,1,6892.9
yam,2.51,Bauchi,silty,437.4,27.0,1,21586.5
cassava,6.76,Plateau,loamy,1425.0,26.7,0,77229.6
cassava,8.9,Oyo,silty,1844.5,28.2,1,102909.3
pepper,8.08,Lagos,loamy,1408.9,28.7,1,93293.5
maize,6.57,Benue,silty,1292.0,23.3,1,20264.8
tomato,8.7,Benue,silty,1528.3,30.5,1,134049.0
cowpea,5.71,Kano,sandy,1612.1,22.2,0,4430.9
yam,4.55,Oyo,silty,1457.8,26.8,1,47782.2
maize,5.07,Plateau,clay,1472.8,24.5,1,12495.4
pepper,5.78,Kaduna,loamy,842.9,23.1,0,44178.4
cassava,5.66,Kaduna,sandy,1490.6,28.7,1,61630.5
rice,7.06,Lagos,loamy,821.0,28.5,1,27690.0
cowpea,1.54,Rivers,sandy,1372.6,19.7,1,1540.5
maize,7.97,Benue,loamy,1399.5,23.2,0,17053.0
cowpea,9.72,Kano,clay,1008.7,24.9,0,9123.1
yam,0.52,Plateau,loamy,661.9,22.5,0,3894.3
cassava,4.87,Plateau,sandy,248.7,26.0,1,35530.6
cowpea,8.56,Benue,loamy,1097.5,22.2,1,11117.9
cowpea,7.41,Kano,sandy,918.5,29.7,1,7116.5
tomato,4.8,Plateau,loamy,200.0,31.0,1,51086.3
cowpea,7.52,Oyo,loamy,1166.9,29.4,1,10746.4
cowpea,9.61,Oyo,loamy,1605.4,20.9,0,9869.7
cassava,4.89,Kano,clay,1310.7,27.8,0,58765.8
pepper,9.05,Plateau,sandy,783.2,32.3,0,36124.2
maize,5.02,Lagos,clay,989.6,31.1,1,11860.7
yam,1.03,Bauchi,clay,1716.9,24.3,1,9934.1
tomato,2.83,Plateau,sandy,952.2,29.3,0,27156.6
cowpea,7.4,Lagos,loamy,966.6,26.0,1,11410.6
rice,4.9,Kaduna,clay,1470.1,26.1,1,18061.8
cassava,7.96,Benue,sandy,551.5,32.2,1,67027.0
yam,9.14,Oyo,clay,1601.8,29.8,1,84508.2
pepper,9.85,Kaduna,clay,919.9,27.9,1,92423.5
rice,1.01,Benue,clay,2083.2,28.9,1,2786.6
tomato,7.09,Kano,loamy,1511.3,25.7,1,128120.6
maize,3.57,Bauchi,silty,978.9,31.3,0,7962.5
cassava,9.31,Lagos,clay,684.5,26.8,1,92498.1
rice,9.94,Kano,loamy,1349.9,26.5,0,41972.7
rice,9.96,Lagos,clay,640.7,29.7,1,28883.2
maize,9.52,Kaduna,clay,772.4,33.6,1,16181.1
pepper,8.55,Bauchi,sandy,710.9,23.8,0,38129.4
tomato,5.35,Lagos,sandy,521.4,23.1,1,49307.3
pepper,8.11,Plateau,sandy,1616.8,21.4,1,48901.5
cassava,3.31,Rivers,silty,1338.1,27.2,1,46949.0
maize,5.42,Plateau,clay,608.1,33.1,0,6457.8
cowpea,6.51,Benue,loamy,2363.1,29.2,1,5425.1
rice,5.3,Plateau,silty,876.5,25.2,1,17017.7
cassava,3.12,Kaduna,loamy,1194.0,23.5,1,51766.9
cowpea,2.53,Bauchi,clay,1531.7,26.9,1,3160.1
pepper,3.59,Oyo,loamy,1349.4,26.2,0,30261.8
pepper,1.18,Oyo,loamy,1609.3,30.5,1,11030.8
yam,4.41,Kaduna,loamy,1446.1,27.5,1,55640.6
tomato,9.81,Plateau,loamy,1222.7,24.8,0,143491.1
yam,8.34,Lagos,silty,1040.4,27.9,1,88569.5
pepper,7.12,Oyo,silty,1656.7,24.9,0,53314.4
maize,4.09,Lagos,loamy,229.9,29.1,0,7020.2
cowpea,9.14,Plateau,clay,1336.3,28.7,0,9282.8
tomato,7.1,Kano,silty,200.0,28.2,0,68399.3
cowpea,5.94,Kano,silty,1173.3,25.7,1,8979.9
cassava,3.13,Oyo,loamy,923.1,26.9,1,41135.4
yam,6.44,Lagos,sandy,995.5,27.1,1,55547.3
maize,8.66,Oyo,loamy,1155.8,27.7,1,28266.3
cowpea,9.74,Plateau,clay,615.2,23.6,0,6990.9
pepper,1.43,Plateau,loamy,972.6,24.8,1,14286.8
rice,4.58,Kaduna,loamy,456.7,27.7,1,16896.8
maize,7.71,Oyo,clay,1687.4,25.9,1,16325.1
cowpea,8.32,Bauchi,clay,768.1,26.3,1,9845.4
maize,6.07,Kaduna,sandy,896.3,27.0,0,10865.0
cassava,1.07,Kaduna,clay,1168.4,24.7,1,12353.1
tomato,3.41,Plateau,loamy,906.7,24.9,1,61215.5
pepper,7.16,Kano,clay,1931.4,33.6,1,30275.7
rice,3.94,Kano,clay,1331.9,28.1,1,16524.0
pepper,4.79,Kaduna,clay,1475.8,24.0,1,34048.4
yam,8.31,Kaduna,loamy,1800.3,26.1,1,81581.6
rice,4.55,Kaduna,sandy,581.9,27.6,0,9432.1
tomato,3.45,Benue,sandy,1341.6,19.7,1,34788.1
cassava,7.74,Benue,loamy,1437.1,25.3,0,104539.7
cowpea,7.78,Oyo,clay,1403.9,28.8,1,8962.4
tomato,6.02,Rivers,silty,1154.3,24.6,0,75202.8
cassava,8.31,Lagos,clay,1331.2,28.0,0,78674.4
maize,6.05,Plateau,clay,762.6,25.8,1,13512.6
tomato,2.25,Kano,clay,982.0,27.7,1,37516.4
cassava,7.38,Bauchi,loamy,739.1,28.5,0,71920.2
maize,6.25,Lagos,silty,898.3,20.5,1,12817.5
rice,7.38,Bauchi,clay,941.1,30.8,1,20774.5
cowpea,4.76,Benue,clay,674.4,24.7,1,4285.8
yam,4.07,Kano,clay,607.6,32.6,0,20592.6
pepper,9.05,Lagos,silty,1311.9,28.3,1,97466.5
cassava,1.62,Rivers,silty,1679.5,24.6,1,18315.8
pepper,7.36,Lagos,silty,1200.3,26.3,0,83328.7
pepper,0.7,Lagos,silty,870.8,27.2,0,5439.1
tomato,7.29,Lagos,sandy,997.5,28.9,0,85066.9
pepper,0.87,Rivers,sandy,1062.7,21.4,0,4892.5
pepper,1.18,Bauchi,loamy,1306.4,29.4,1,10535.0
yam,9.12,Lagos,clay,1160.7,26.6,0,94321.9
maize,4.74,Rivers,clay,1760.0,29.3,1,9340.9
tomato,4.63,Benue,sandy,1984.0,26.9,0,45976.6
tomato,5.4,Kaduna,silty,1232.6,30.7,1,72204.0
tomato,8.52,Rivers,silty,915.5,30.8,1,113164.7
pepper,4.67,Bauchi,silty,1810.4,31.6,1,29540.8
cowpea,2.36,Plateau,sandy,733.4,21.2,0,1300.2
tomato,7.72,Kaduna,sandy,1544.8,27.4,1,111456.3
cowpea,1.23,Oyo,silty,389.3,29.9,0,917.3
maize,8.11,Bauchi,loamy,924.4,25.1,1,26173.5
pepper,4.36,Kaduna,silty,821.5,26.3,0,26246.1
cassava,2.04,Lagos,silty,801.2,29.3,0,18563.9
cassava,5.55,Oyo,sandy,1341.3,23.3,1,55422.3
pepper,8.12,Bauchi,silty,1594.7,28.6,1,62810.6
maize,5.66,Lagos,clay,927.2,25.9,1,14224.2
rice,6.14,Rivers,loamy,575.1,25.2,1,21218.8
cassava,5.28,Kano,silty,1926.5,26.9,0,44076.5
cassava,6.02,Kano,clay,954.7,27.5,1,80797.3
yam,4.82,Bauchi,sandy,1282.9,27.7,1,50758.0
yam,7.81,Lagos,silty,1513.7,27.1,0,77479.3
yam,0.94,Plateau,clay,648.1,31.1,1,6593.1
tomato,2.08,Oyo,sandy,1299.5,26.5,0,21618.4
cowpea,2.62,Bauchi,sandy,1449.3,28.9,1,2863.5
yam,0.96,Rivers,sandy,1311.6,36.4,0,4950.7
pepper,5.63,Kano,sandy,884.9,27.8,0,31359.6
cassava,4.54,Benue,clay,1571.5,29.9,0,39649.6
tomato,2.64,Oyo,clay,1508.9,31.7,0,25360.0
tomato,1.51,Benue,silty,937.8,25.5,1,22630.7
cassava,5.18,Kano,silty,1664.5,29.6,1,49073.1
yam,7.9,Rivers,loamy,857.6,27.3,1,99245.7
maize,8.44,Lagos,sandy,2162.6,23.8,1,9534.9
cassava,6.58,Benue,silty,1117.1,24.9,1,90768.0
rice,8.23,Kano,loamy,1109.6,25.9,1,35009.8
tomato,9.64,Kano,clay,1355.3,33.2,0,96975.3
tomato,9.61,Plateau,clay,1883.6,31.3,1,113804.0
rice,8.81,Rivers,loamy,1388.6,26.1,1,35728.6
tomato,2.3,Kaduna,loamy,1347.5,28.7,0,33584.9
cowpea,5.14,Oyo,sandy,1691.2,30.4,0,3299.0
rice,8.26,Benue,loamy,1060.6,25.1,1,32474.8
cowpea,6.63,Lagos,clay,227.6,24.4,0,4233.3
rice,3.7,Kano,silty,263.1,22.4,0,6288.9
tomato,6.72,Kaduna,clay,444.9,29.1,1,80187.2
yam,7.47,Kano,clay,1284.9,20.2,1,70030.8
pepper,0.98,Benue,loamy,1113.8,23.6,1,8067.7
cassava,8.43,Rivers,loamy,1139.4,26.5,1,120411.1
cowpea,3.67,Lagos,loamy,809.3,21.6,1,4245.3
cowpea,8.9,Rivers,silty,764.4,22.7,1,10342.6
cowpea,8.12,Benue,sandy,1564.8,27.9,0,5944.5
yam,6.05,Kaduna,sandy,1262.8,25.8,1,65108.2
cassava,4.65,Kano,silty,581.1,23.4,1,48593.6
pepper,5.92,Kaduna,sandy,2005.7,29.4,1,26371.0
rice,6.66,Plateau,loamy,737.3,29.2,1,27705.5
pepper,9.35,Rivers,silty,1748.3,28.8,1,83704.5
cassava,2.14,Kaduna,clay,1014.5,28.2,0,22183.3
pepper,4.76,Benue,silty,602.1,29.2,1,35986.9
cassava,6.1,Plateau,clay,1446.4,24.1,0,55198.8
maize,7.28,Bauchi,loamy,1408.7,28.8,0,21197.6
rice,3.6,Kano,sandy,1766.1,26.0,1,11353.7
cowpea,9.83,Rivers,sandy,803.1,28.7,1,10425.7
pepper,0.75,Oyo,loamy,2012.7,22.7,1,4452.0
maize,9.48,Benue,clay,458.1,26.8,0,15789.3
pepper,6.69,Oyo,clay,1440.9,25.0,0,41219.0
cassava,9.46,Benue,clay,1264.7,29.6,1,128402.5
pepper,4.82,Kaduna,loamy,892.9,26.6,1,52435.5
cassava,1.41,Oyo,clay,1125.2,25.3,1,17986.6
pepper,4.99,Bauchi,silty,1101.9,24.8,1,50619.3
rice,2.02,Oyo,silty,1123.3,25.6,1,8361.0
rice,0.59,Kano,sandy,1547.0,31.3,0,981.8
pepper,8.19,Bauchi,loamy,1444.9,25.0,1,72852.6
maize,8.82,Oyo,sandy,1878.8,25.7,1,12424.6
tomato,8.01,Benue,clay,1251.2,27.1,1,170707.2
pepper,6.18,Rivers,sandy,1429.9,25.0,0,36185.1
rice,7.08,Lagos,sandy,1317.3,29.5,1,20548.5
tomato,1.69,Kano,loamy,1338.1,27.9,1,38725.5
rice,3.87,Bauchi,silty,699.0,27.4,0,11355.4
cowpea,8.48,Kaduna,silty,986.4,30.4,1,9248.1
pepper,1.9,Plateau,silty,1464.3,30.5,1,15493.0
pepper,6.91,Bauchi,clay,1248.9,29.4,1,58728.9
yam,6.42,Rivers,silty,698.5,26.1,1,72247.8
cowpea,6.82,Lagos,sandy,1465.8,30.7,0,5094.9
yam,9.19,Bauchi,clay,1197.1,25.4,0,99940.4
cowpea,3.43,Kano,silty,1069.8,28.2,1,4449.1
rice,8.03,Plateau,silty,593.3,28.4,0,23175.9
yam,0.9,Kano,clay,1140.6,25.2,1,10244.4
tomato,9.93,Benue,silty,797.5,21.7,1,117079.9
pepper,5.27,Benue,loamy,765.2,27.0,1,64957.8
maize,4.89,Benue,loamy,621.2,26.5,0,9305.4
rice,3.14,Kano,silty,1783.5,31.0,1,8739.5
cowpea,6.36,Lagos,loamy,457.0,26.5,1,7915.6
cassava,5.08,Oyo,sandy,1491.0,26.6,1,55996.6
cowpea,6.02,Plateau,sandy,971.6,27.2,1,6425.2
maize,2.03,Benue,silty,510.5,30.5,1,3814.9
cassava,9.93,Bauchi,sandy,1317.8,25.8,1,107931.5
pepper,5.85,Kano,loamy,1189.2,27.5,0,52576.5
rice,8.83,Plateau,loamy,807.8,25.2,1,35510.0
